run_key,source,task,experiment,split,macro_f1,weighted_f1,quiet_precision,quiet_recall,B_precision,B_recall,C_precision,C_recall,M_precision,M_recall,X_precision,X_recall
W48_H72,night,5c,weighted_5c,test,0.2206418309861028,0.8501930319145721,0.9741729991530176,0.8084856240153753,0.0943576761672279,0.4419663337685711,0.0149936467598475,0.060081466395112,0.0233064691788281,0.1426666666666666,0.0,0.0
W48_H72,night,5c,weighted_5c,val,0.234905224539366,0.833346209897397,0.9714973751384676,0.7796235457813164,0.00098131414319,1.0,0.1765079365079365,0.1707966414089698,0.0988791032826261,0.2073887489504618,0.0,0.0
W48_H72,night,5c,weighted_thresholded_5c,test,0.2313906539277624,0.8982760227173837,0.9664685509496188,0.9037595492352568,0.1230525068735051,0.1942689769559233,0.0153547312922023,0.0845213849287169,0.0286512370311253,0.1196666666666666,0.0,0.0
W48_H72,night,5c,weighted_thresholded_5c,val,0.2587885238079511,0.8905153729389278,0.9671867323948434,0.8826807869207282,0.0024429102496016,0.9583333333333334,0.1989622182584725,0.2512799508498873,0.1183144246353322,0.1838790931989924,0.0,0.0
W72_H24,night,3c,baseline_3c,test,0.3474059827266348,0.9129722864433572,0.9845425615544036,0.8835288540253287,,,,,,,,
W72_H24,night,3c,baseline_3c,val,0.3485091245260052,0.895087684826568,0.9860174102285092,0.850066840216703,,,,,,,,
W72_H24,night,3c,weighted_3c,test,0.3399763831344298,0.8851205142507685,0.9868539195126972,0.8320290935795691,,,,,,,,
W72_H24,night,3c,weighted_3c,val,0.3347618072478706,0.879646168211275,0.9920969940183236,0.8194454216405951,,,,,,,,
W72_H24,night,3c,weighted_thresholded_3c,test,0.3553115210584294,0.931110399473247,0.9824359622061464,0.9194557025855512,,,,,,,,
W72_H24,night,3c,weighted_thresholded_3c,val,0.3573865754284162,0.9290623709626884,0.9886292226430476,0.9101135892805492,,,,,,,,
W72_H24,night,5c,baseline_5c,test,0.2509373061306051,0.9163493489730732,0.984242953098469,0.8907368587837183,0.0618055313158109,0.3585313174946004,0.0016459400146305,0.0039752650176678,0.0,0.0,0.1267605633802817,0.6428571428571429
W72_H24,night,5c,baseline_5c,val,0.2739309927626639,0.9038774404280718,0.981875374475734,0.8711508243626727,0.0005139076251043,0.3333333333333333,0.0565371024734982,0.0283687943262411,0.0,0.0,0.256,1.0
W72_H24,night,5c,weighted_5c,test,0.3604700036600577,0.892137679924787,0.9864176420944484,0.8451310129057489,0.0585052304331386,0.4699649028077753,0.0176991150442477,0.0494699646643109,0.0007606876616461,0.00542888165038,0.9310344827586208,0.6428571428571429
W72_H24,night,5c,weighted_5c,val,0.3360092291111238,0.8821143635316311,0.9901296998642132,0.8265594096171737,0.0005668666446218,0.5,0.0216666666666666,0.0172872340425531,0.0432489451476793,0.0770676691729323,0.5423728813559322,1.0
W72_H24,night,5c,weighted_thresholded_5c,test,0.3649458337420775,0.8922692712946222,0.9864083026298608,0.8453636508820752,0.058586249873682,0.4695599352051836,0.0177254901960784,0.0499116607773851,0.0007574609907589,0.00542888165038,1.0,0.6428571428571429
W72_H24,night,5c,weighted_thresholded_5c,val,0.3499468424286226,0.882436047496911,0.9901352426412092,0.8270284637694755,0.0005692869680724,0.5,0.0234588106928532,0.0190602836879432,0.04302203567681,0.0770676691729323,0.6274509803921569,1.0
W72_H48,night,3c,baseline_3c,test,0.3672640637066861,0.8860892986075221,0.9768306366649822,0.8560062449334974,,,,,,,,
W72_H48,night,3c,baseline_3c,val,0.3584529450676227,0.8698377334897057,0.97917606859648,0.826397201710066,,,,,,,,
W72_H48,night,3c,weighted_3c,test,0.3560536677598534,0.8699386298995712,0.9808596683633936,0.8234642867865614,,,,,,,,
W72_H48,night,3c,weighted_3c,val,0.371484595098326,0.8635978227729643,0.9843583530543168,0.811535172949864,,,,,,,,
W72_H48,night,3c,weighted_thresholded_3c,test,0.3733573134568442,0.9143327269314,0.9754176357928672,0.9091820037829884,,,,,,,,
W72_H48,night,3c,weighted_thresholded_3c,val,0.4055399338229561,0.922702831461419,0.9781920680447038,0.9225495530509134,,,,,,,,
W72_H48,night,5c,baseline_5c,test,0.2338774955714403,0.90513573057175,0.9747634155494148,0.8936197095705607,0.0881557182607357,0.3112690723049758,0.0554278642149929,0.1667996807661612,0.0113523202549292,0.0292307692307692,0.0,0.0
W72_H48,night,5c,baseline_5c,val,0.2186045278728628,0.8936909248854855,0.9714500245971674,0.8749242129809561,0.0014942980731419,0.7916666666666666,0.1532467532467532,0.1669024045261669,0.0108991825613079,0.0085653104925053,0.0,0.0
W72_H48,night,5c,weighted_5c,test,0.2969679866600627,0.8776045204304855,0.9790040706393658,0.8403226048578377,0.0790675766947495,0.4028161361887082,0.0094979647218453,0.0409683426443202,0.0101249285539315,0.0635897435897435,0.3068181818181818,0.6428571428571429
W72_H48,night,5c,weighted_5c,val,0.4556901851286088,0.867218440774083,0.9812545532662096,0.8166265060240964,0.000710587757588,0.5833333333333334,0.1491752330863017,0.1765205091937765,0.1596715328467153,0.3747323340471092,1.0,1.0
W72_H48,night,5c,weighted_thresholded_5c,test,0.2966043499767232,0.8781192130516944,0.978969204230324,0.8412871168222896,0.078880631964019,0.4041744012314936,0.0094120523163427,0.0409683426443202,0.0091165413533834,0.0497435897435897,0.3068181818181818,0.6428571428571429
W72_H48,night,5c,weighted_thresholded_5c,val,0.457493511046975,0.8675717947965794,0.9809877418512232,0.8173804897007384,0.0007089684509039,0.5833333333333334,0.1461700632466619,0.1765205091937765,0.1738230729436109,0.3597430406852248,1.0,1.0
W72_H72,night,3c,baseline_3c,test,0.3859260103258286,0.8735077881868821,0.9731863702357496,0.8462687890184756,,,,,,,,
